,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,نام,نام خانوادگی,آدرس,جنسیت,معدل,مقطع تحصیلی,رشته تحصیلی,سن,مهارت,تجربه کاری(به سال)
870,870,870,1123,1123,صديقه سادات,"هومن
",خ هاشم اباد . خ احمد عزیزی .,1.0,13,0,"مهندسی عمران
",40,"موزه داران
",5
871,871,871,1124,1124,صفاء,"رنجبر
",خیابان جماران نبش خ میران(چهارم),2.0,12,فوق دکترا,,50,"کارگر ساده  
",12
872,872,872,1125,1125,صنوبر,"دانایی‌فرد
",تهرانپارس.صابر ماهانی.نبش 128-,1.0,12,فوق دکترا,"هوانوردی
",26,"بازیگر  
",8
873,873,873,1126,1126,طناز,"آهنگر
",مرزداران خیابان البرز خیابان آفتاب شرقی,1.0,23,فوق دکترا,"مدیریت جهان‌گردی
",22,,5
874,874,874,1127,1127,طوران,"سرشار
",خ پیروزی - خ نبرد شمالی - خ نجار محمودی - ک بیگ حسنی - نبش بن بست قدس -,-1.0,23,دیپلم,"کاردرمانی
",46,"مربی مهد کودک  
",1
875,875,875,1128,1128,عبدالرحمان,"گلپایگانی
",محلاتی عارف شمالی خ جوادی خ خطیب جنوبی  نبش بن بست پارس,-1.0,24,لیسانس,"مامایی
",37,"کارشناس بازاریابی 
",3
876,876,876,1131,1131,عطيه سادات,"لاچینی
",خ ابوذر شرق به غرب م مقدم,-1.0,20,دیپلم,"باستان‌شناسی
",48,"0
",20
877,877,877,1132,1132,علي بمان,"اعتبار
",مرزداران- فرشتگان-,-1.0,21,دکترا,"علوم تغذیه
",50,"مدیر مالی  
",24
878,878,878,1133,1133,عنايت اله,"شیخ‌الاسلامی
",امیراباد شمالی . خ 16 . میدان ایثار .,-1.0,25,دیپلم,"مهندسی تولیدات گیاهی
",53,,17
879,879,879,1134,1134,فخري السادات,"پیرحیاتی
",میدان امامت - خیابان جدیدی - خیابان تیموری,0.0,16,دکترا,"کارشناسی چندرسانه‌ای
",24,"کارشناس محیط زیست 
",3
880,880,880,1135,1135,فرزانه السادات,"لاچینی
",پیروزی . میدان شکوفه. خ کرمان. خ اصغر محبی . بعد از چهارراه میر لطیفی .,0.0,12,دیپلم,"کارشناسی فرش
",17,"حسابدار و کمک حسابدار 
",2
881,881,881,1137,1137,فضيله,"مصاحب
",پاسداران - گلستان نهم -,0.0,16,ندارد,"تاریخ
",34,"کارشناس سخت افزار  
",4
882,882,882,1138,1138,فيصل,"پیران
",میدان قزوین - خ غفاری -,1.0,14,فوق دکترا,"رشته‌های هنر و زبان
",23,"عکاس 
",3
883,883,883,1139,1139,قدمعلي,"شیخ‌الاسلامی
",شهرری  - میدان فرمانداری  - خ سلیمانی -  خ غیبی -,-1.0,22,ندارد,"علوم قضایی
",42,,5
884,884,884,1140,1140,قزبس,"جمادی
",ولنجک خ دهم خ یاسمن سوم-,2.0,12,کاردانی,"ایمونولوژی
",47,"کارشناس بازرگانی داخلی و خارجی
",11
885,885,885,1141,1141,گل افروز,"پایا
",,2.0,16,فوق لیسانس,"شیمی
",51,"0
",15
886,886,886,1142,1142,گل عنبر,"صدیق
",مشیریه  خ .  سازمان آب  ک . اصغر تاجیک,1.0,19,سیکل,"مهندسی مدیریت اجرایی
",18,"مسئول دفتر
",3
887,887,887,1143,1143,گل ناز,"امیری
",ولیعصر ه نبش کوچه والی نژاد -,1.0,19,دیپلم,"مهندسی نساجی
",54,"مهندس شیمی
",20
888,888,888,1144,1144,گل نساء,"شریفیان
",بلوار  دهکده  المپیک  .  خ  زیبا  دشت بالا  . شهرک  لاله  .,2.0,22,فوق دیپلم,"فوریت‌های پزشکی
",19,"منشی دادگاه
",0
889,889,889,1145,1145,گلزار,"لنکرانی
",خ قزوین - خ قلعه مرغی -,-1.0,25,-1,"علوم اقتصادی
",29,"-1
",14
890,890,890,1148,1148,ماه نساء,"مجاهد
",خیابان تهران نو تقاطع آیت ضلع جنوب شرقی چهاراه,-1.0,19,-1,"تکنولوژی مرتع و آبخیزداری
",48,"جنگل داری
",15
891,891,891,1149,1149,مجيده,"زهرایی
",,1.0,24,دیپلم,"کاردانی دام‌پزشکی
",40,"مترجم
",3
892,892,892,1150,1150,محمدسهيل,"معروف
",شهرک غرب . بلوار دادمان . خ فلامک شمالی . ک یکم  .,1.0,18,ندارد,"موزه‌داری
",37,"صندوقدار  
",1
893,893,893,1153,1153,مرصاد,"پازوکی
",خ  اتابک  کوچه  خوش اخلاق بن  بست  اول,2.0,18,کارشناسی ارشد,"کتابداری
",35,"مهندس شیمی
",8
894,894,894,1154,1154,مقداد,"لاجوردی
",میدان شوش -زیر پل بعثت - اواسط خیابان فرزانه,-1.0,12,کاردانی,"کاردان فنی برق
",41,"نانوا  
",2
895,895,895,1155,1155,منصوره السادات,"سیف‌زاده
",خیابان رودکی - نرسیده به مرتضوی -,1.0,21,فوق دکترا,"عکاسی
",37,"جنگل داری
",4
896,896,896,1156,1156,منصوره سادات,"ابوذر
",,2.0,14,لیسانس,"زبان و ادبیات عربی
",34,"پژوهشگر
",3
897,897,897,1157,1157,مهرعلي,"سروش
",نازی اباد م بهشت . خیابان طباطبایی . خیابان کریمایی . میدان زهره . ضلع شمال شرقی میدان,2.0,16,فوق لیسانس,"مدیریت جهان‌گردی
",48,"جراح زیبایی  
",9
898,898,898,1158,1158,مهلاسادات,"شریعتی
",سعادت اباد . میدان کاج .,2.0,12,لیسانس,"مهندسی فناوری اطلاعات
",24,"-1
",2
899,899,899,1159,1159,ميكائيل,"دباغ
",زرتشت غربی,-1.0,14,-1,"مهندسی نفت
",53,"عکاس 
",14
900,900,900,1161,1161,نجات,"مصاحب
",شهرری - خ کریمی شیرازی - خ ششم شرقی - بعد از,1.0,18,لیسانس,,21,"مشاور
",5
901,901,901,1163,1163,نجمه السادات,"معین
",م . شهدا . ابتدای پیروزی . خ . اقوامی . ک . شمس . تبریزی,2.0,15,0,"بیوتکنولوژی
",19,"0
",3
902,902,902,1165,1165,نعيم,"سروستانی
",,-1.0,17,کاردانی,"پدافند جنگ‌های میکروبی
",35,"کارشناس بازرگانی داخلی و خارجی
",3
903,903,903,1166,1166,نورالله,"محمدرضایی
",پاسداران - بوستان پنجم -,0.0,19,کاردانی,"گرافیک
",21,"راننده  
",5
904,904,904,1167,1167,نورسته,"مستوفی
",مسعودیه خ نصیر میدان چشمه انتهای ک میثاق,2.0,15,کارشناسی ارشد,"فناوری اطلاعات سلامت
",23,"کارشناس محیط زیست 
",7
905,905,905,1169,1169,هناء,"شفا
",خ ابوذر - خ عیوض خانی - کوچه حیدری -,0.0,20,سیکل,"زیست‌شناسی
",26,,3
906,906,906,1171,1171,آذردخت,"صدر
",شهران خ کوهسار خ مدرسه,2.0,21,کارشناسی ارشد,"زیست‌شناسی سلولی
",45,"مکانیک  
",12
907,907,907,1172,1172,آرتين,"انوار
",رسالت -خ همایی جنوبی -نبش کوچه ملا هادی,0.0,16,فوق لیسانس,"علوم سیاسی
",37,"اپراتور لوکوموتیو
",17
908,908,908,1173,1173,اسد,"مجتبوی
",پیروزی خ پرستار شمالی ک بهروز,0.0,18,فوق دکترا,,38,"-1
",14
909,909,909,1174,1174,اسرافيل,"مهاجرانی
",,1.0,15,فوق لیسانس,,40,"مهندس صنایع غذایی
",16
910,910,910,1175,1175,آسنا,"اللهیاری
",ازادشهر خ گودرزی خ پنجم شرقی,1.0,12,فوق لیسانس,"مهندسی منابع طبیعی
",39,"کتابداران
",1
911,911,911,1176,1176,اطهره,"معارف
",اقدسیه-خ موحد دانش-گلستان شمالی (قاسمی)کوچه لاله-,1.0,17,کاردانی,"دندان‌پزشکی
",17,"کارشناس محیط زیست 
",2
912,912,912,1177,1177,آفاق,"رستمی
",مسعودیه ،خیابان ترکاشوند ،ما بین 10 متری اول و دوم ،,-1.0,17,کاردانی,"علوم دامی
",18,"اپراتور لوکوموتیو
",3
913,913,913,1178,1178,اله بخش,"محجوبی
",ابوذر - خ سجاد جنوبی - نبش کوچه صفر ندایی -,0.0,15,سیکل,"تربیت بدنی
",20,"پلیس 
",3
914,914,914,1179,1179,الهام السادات,"پورنگ
",جنت اباد شمالی گلزار شرقی -,0.0,15,سیکل,"-1
",35,"گویندگان
",5
915,915,915,1180,1180,ام ليلي,"ترکان
",قزوین - امین الملک - خیا با ن امام زاده حسن - از نبش خ مهمانوازان,-1.0,19,کاردانی,"گفتاردرمانی
",52,"مجسمه ساز
",24
916,916,916,1181,1181,امجد,"مجتهد شبستری
",مقدس اردبیلی . نبش فرخ .,2.0,16,دیپلم,"مهندسی پلیمر
",42,"کارشناس دادگستری
",20
917,917,917,1182,1182,اميرپارسا,"شریف
",تهران پارس . فلکه سوم . خ طاهری . ما بین 206 و 208 .,-1.0,22,فوق دکترا,"علوم سیاسی
",44," برنامه نویس 
",22
918,918,918,1183,1183,اميرسالار,"خسروپناه
",خلیج  . شماره  2   .   صمد  باقری  .,1.0,13,کارشناسی,"فیزیک
",44,"مشاوران مالی
",7
919,919,919,1184,1184,اميرمحمود,"گلپایگانی
",میدان آزادی- ابتدای  محمد علی جناح - بسمت صادقیه,0.0,13,لیسانس,"مهندسی پزشکی
",42,"0
",6
920,920,920,1186,1186,انور,"آقاجری 
",میدان خراسان . خ طیب . کوچه فولادی . بن بست قاضی .,1.0,20,-1,"مدیریت
",16,"زنبوردار
",4
921,921,921,1187,1187,آيدين,"پورناظری
",خانی اباد نو   شهرک بوستان  نبش  ک . 12 یا چرم گر,2.0,23,0,"مهندسی انرژی
",29,"کارشناس روابط عمومی  
",13
922,922,922,1188,1188,بتول سادات,"سبزواری
",شهید عراقی - فروردین - سیف - نسترن -,1.0,14,کارشناسی,"مهندسی ایمنی
",29,"0
",11
923,923,923,1189,1189,بدرالسادات,"شرف
",,1.0,20,سیکل,"مهندسی نفت
",23,"مهندس مکانیک
",0
924,924,924,1190,1190,بشرا,"عالی
",خ دامپزشکی بعد از تقاطع یادگار دومین کوچه سمت چ,-1.0,12,دکترا,"مهندسی فناوری اطلاعات
",51," مددکار
",14
925,925,925,1191,1191,بشير,"گل محمدی
",دو راه قپان - سه راه شیدایی -خ مهدوی -,0.0,14,کارشناسی ارشد,"کاردانی هواپیما
",30,"مترجم
",14
926,926,926,1192,1192,بي بي اعظم,"سحاب
",یاخچی آباد کوچه باقر پور,-1.0,13,لیسانس,"مهندسی کشاورزی
",28,"خواننده
",4
927,927,927,1195,1195,پوراندخت,"پارسی
",تقاطع میدان هفت تیر و خیابان شهید سرتی,2.0,17,دکترا,"مددکاری اجتماعی
",31,"تکنسین اتاق عمل 
",9
928,928,928,1196,1196,تاجي,"محجوبی
",کیان شهر . سیامک شمالی . بن بست دوم شرقی .,0.0,20,کارشناسی ارشد,"پزشکی
",40,"0
",5
929,929,929,1197,1197,تسنيم,"مهاجرانی
",شهرک شریعتی .خ مهران,-1.0,18,دکترا,"مهندسی بهداشت حرفه‌ای
",49,"-1
",12
930,930,930,1198,1198,تقيه,"سلامت
",خ قزوین . ورودی خ رنجبر .,1.0,12,دیپلم,"مهندسی مکانیک
",20,"کارشناس دادگستری
",0
931,931,931,1199,1199,تورج,"پایا
",حکیم - خ باهنر - خ طالبی نبش قربانی شریف,0.0,25,دیپلم,"مهندسی هوافضا
",33,,14
932,932,932,1200,1200,جاويد,"خدایی
",پیروزی - خ افراسیابی -,-1.0,22,کارشناسی,"آرگونومی
",45,,12
933,933,933,1201,1201,جميل,"رسولی
",,2.0,16,کارشناسی ارشد,"باستان‌شناسی
",29,"تحلیلگر و مفسر اخبار
",1
934,934,934,1203,1203,حسين رضا,"توکلیان
",کوچه شهید گل گواهی,1.0,24,سیکل,"پرستاری
",43,,19
935,935,935,1205,1205,حوراء,"رحماندوست
",جنت آباد مرکزی -,0.0,23,سیکل,"تکنولوژی تولیدات دامی
",24," برنامه نویس 
",4
936,936,936,1206,1206,خانم سلطان,"موسویان
",ازگل ابشار شرقی  ک یاسمن,-1.0,21,کاردانی,"رادیولوژی
",27,,5
937,937,937,1207,1207,خجسته,"رحمانیان
",خ جمهوری - خ نوفلاح -,-1.0,20,کارشناسی,,36,"-1
",15
938,938,938,1208,1208,خداكرم,"رسولی
",میدان پونک . بلوار همیلا .,0.0,15,دیپلم,"مطالعات ارتباطی
",48,"فروشنده  
",16
939,939,939,1209,1209,خضر,"لوکس
",حکیمیه . خ انقلاب  .خ سازمان گوشت,-1.0,16,کارشناسی,"فیزیک مهندسی
",47,"کارمند اداری  
",12
940,940,940,1210,1210,داراب,"رحمانیان
",,1.0,25,دیپلم,"پزشکی هسته‌ای
",23,"استاد دانشگاه
",6
941,941,941,1211,1211,درويش,"صباغ
",خاوران . امیر سلیمانی . ک سعیدی . ک اطمینان,1.0,22,لیسانس,"زبان روسی
",51,"قاضی 
",17
942,942,942,1214,1214,ذوالفقار,"شیرازی
",جردن خ مریم جنب,-1.0,16,فوق دیپلم,"کاردان فنی مکانیک
",15,"مسئول دفتر
",3
943,943,943,1216,1216,رزا,"محمدی
",زیر پل بعثت,1.0,25,لیسانس,"پدافند جنگ‌های میکروبی
",46,"حسابدار و کمک حسابدار 
",9
944,944,944,1218,1218,رقيه خاتون,"صانعی
",زعفرانیه نرسیده به سه راه اصف خ اعجازی ک سیمین اول کوچه,-1.0,16,لیسانس,"روان‌شناسی
",25,,10
945,945,945,1219,1219,روبخير,"اصلانی
",تهرانسر - بلوار اصلی. خیابان نفت جنوبی - کوچه مقدسی. -,2.0,18,ندارد,"کاردانی هواپیما
",43,"سرایدار 
",2
946,946,946,1220,1220,زهراسلطان,"مرادخانی
",تولیددارو . خ یادگار. خ قناعت. کوچه غلامی.,-1.0,15,فوق دکترا,"مهندسی کامپیوتر
",16,"مهندسی کامپیوتر
",3
947,947,947,1221,1221,زينت السادات,"محجوب
",تهرانپارس  بلوار پروین  ک ارفاقی بین  خیابان 135و137,0.0,12,دکترا,,21,"عکاس 
",3
948,948,948,1222,1222,ساجد,"خوئینی‌ها
",خ کمیل - نبش ک سماوات - کنار مخزن زباله,-1.0,15,کارشناسی,"مامایی
",51,"بنّا
",14
949,949,949,1223,1223,سامي,"استادی
",خ دماوند خ اشراقی کوچه ا ستینه  جنب,1.0,14,دیپلم,"-1
",48,"طراح وب سایت  
",4
950,950,950,1224,1224,ساهره,"صدر
",ولیعصر. سه راه توانیر . نبش ک شمس. بیرون,2.0,19,فوق لیسانس,"حسابداری
",39,"صندوقدار  
",9
951,951,951,1225,1225,ستايش سادات,"گنجی
",,-1.0,21,کارشناسی ارشد,"0
",54,"کارشناس شبکه  
",23
952,952,952,1226,1226,سعديه,"حکمت
",خ خاوران ضلع جنوب میدان اقا نور جلوی بانک تجارت و کله پزی,0.0,25,لیسانس,"مهندسی مدیریت پروژه
",16,"اپراتور لوکوموتیو
",1
953,953,953,1227,1227,سعيده السادات,"خوئینی
",خ یوسف اباد- خیابان 14,0.0,12,فوق لیسانس,"گرافیک
",48,"فروشنده  
",4
954,954,954,1228,1228,سكينه بيگم,"کیان
",خ ابوذر . میدان مقدم . خ شهسوار حقیقی جنوبی . نبش ک امامی- اطراف مخزن,-1.0,25,-1,"مهندسی شهرسازی
",54,"کارشناس شبکه  
",8
955,955,955,1229,1229,سميراء,"پایور
",شهرک غرب - دادمان - خیابان درختی -خ صدفی,1.0,14,سیکل,"کاردان فنی معدن
",50,"داروسازی
",14
